antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
dark_urine,vomiting,0.11585365853658537,0.38902439024390245,0.08780487804878048,0.7578947368421052,1.9481933674311167,1.0,0.04273497917906007,2.5235949098621413,0.550478927203065,0.21052631578947364,0.6037398886437649,0.4918000329978551
dark_urine,yellowing_of_eyes,0.11585365853658537,0.16585365853658537,0.09146341463414634,0.7894736842105262,4.760061919504643,1.0,0.07224866151100535,3.9621951219512175,0.8934252873563219,0.48076923076923067,0.7476146506617419,0.6704721362229101
dark_urine,yellowish_skin,0.11585365853658537,0.18536585365853658,0.10975609756097561,0.9473684210526315,5.110803324099723,1.0,0.08828078524687685,15.478048780487791,0.9097318007662835,0.5732484076433121,0.9353923731484398,0.769736842105263
diarrhoea,vomiting,0.11463414634146342,0.38902439024390245,0.08536585365853659,0.7446808510638299,1.914226639098246,1.0,0.04077037477691851,2.3929878048780493,0.5394332939787485,0.20408163265306126,0.5821123710026757,0.48205829387047294
excessive_hunger,fatigue,0.09390243902439024,0.3926829268292683,0.06707317073170732,0.7142857142857143,1.8189884649511978,1.0,0.030199286139202856,2.125609756097561,0.4969044414535666,0.15988372093023256,0.5295467584624212,0.4425465838509317
irritability,excessive_hunger,0.09634146341463415,0.09390243902439024,0.06951219512195123,0.7215189873417722,7.683708696366925,1.0,0.060465496728138016,3.2537139689578725,0.962592040154367,0.5757575757575758,0.6926589093139344,0.7308893638007563
excessive_hunger,irritability,0.09390243902439024,0.09634146341463415,0.06951219512195123,0.7402597402597403,7.683708696366924,1.0,0.060465496728138016,3.479085365853659,0.9600009444877333,0.5757575757575758,0.7125681336207652,0.7308893638007563
high_fever,fatigue,0.27682926829268295,0.3926829268292683,0.19878048780487806,0.7180616740088106,1.8286042630038033,1.0,0.09007436049970255,2.1540777439024392,0.6265945230138941,0.422279792746114,0.5357642021831821,0.612136427066517
irritability,fatigue,0.09634146341463415,0.3926829268292683,0.06829268292682927,0.7088607594936709,1.8051733626857456,1.0,0.030461035098155863,2.086002120890774,0.4935897435897436,0.16231884057971016,0.5206141019775303,0.4413869014859659
lethargy,fatigue,0.09268292682926829,0.3926829268292683,0.08658536585365853,0.9342105263157894,2.3790454396861715,1.0,0.05019036287923854,9.231219512195109,0.6388762683628653,0.2171253822629969,0.8916719509617416,0.5773537103628636
malaise,fatigue,0.14268292682926828,0.3926829268292683,0.1353658536585366,0.9487179487179489,2.4159898072941557,1.0,0.07933670434265319,11.84268292682931,0.6836338472184845,0.3384146341463415,0.9155596745958194,0.6467192228061794
phlegm,fatigue,0.07195121951219512,0.3926829268292683,0.06829268292682927,0.9491525423728815,2.417096536477524,1.0,0.040038667459845335,11.943902439024422,0.6317345597897503,0.1723076923076923,0.916275270573821,0.5615327929255711
swelled_lymph_nodes,fatigue,0.07073170731707316,0.3926829268292683,0.06707317073170732,0.9482758620689656,2.414863996573142,1.0,0.03929803688280786,11.741463414634174,0.6304939155332857,0.16923076923076924,0.9148317407561282,0.5595416577425574
weight_loss,fatigue,0.09268292682926829,0.3926829268292683,0.08780487804878048,0.9473684210526315,2.412553121935273,1.0,0.05140987507436049,11.53902439024389,0.645310633213859,0.22085889570552145,0.9133375607693933,0.5854854527623405
muscle_pain,headache,0.09634146341463415,0.2304878048780488,0.06951219512195123,0.7215189873417722,3.130399839260599,1.0,0.047306662700773355,2.7632483370288257,0.7531074650188223,0.27014218009478674,0.6381070833918435,0.5115531444645369
malaise,high_fever,0.14268292682926828,0.27682926829268295,0.11219512195121951,0.7863247863247864,2.840468391129184,1.0,0.07269631171921476,3.3844390243902454,0.755782670542396,0.365079365079365,0.7045300586615934,0.5958055649685606
muscle_pain,high_fever,0.09634146341463415,0.27682926829268295,0.06829268292682927,0.7088607594936709,2.5606423911225114,1.0,0.04162254610350982,2.483934252386002,0.6744505494505495,0.22400000000000003,0.5974128546118215,0.47777839736798083
phlegm,high_fever,0.07195121951219512,0.27682926829268295,0.06829268292682927,0.9491525423728815,3.4286567609945497,1.0,0.048374479476502086,14.222357723577273,0.7632579312934109,0.2434782608695652,0.9296881698916742,0.5979242888075861
swelled_lymph_nodes,high_fever,0.07073170731707316,0.27682926829268295,0.06707317073170732,0.9482758620689656,3.425489898222695,1.0,0.04749256395002975,13.981300813008161,0.7619661178716297,0.23913043478260868,0.9284758969587721,0.595283305483822
mild_fever,loss_of_appetite,0.07195121951219512,0.23414634146341465,0.06951219512195123,0.9661016949152544,4.126059322033899,1.0,0.05266508030933968,22.592682926829404,0.8163773428314544,0.2938144329896908,0.9557378818957144,0.6314883474576272
yellowing_of_eyes,loss_of_appetite,0.16585365853658537,0.23414634146341465,0.1597560975609756,0.9632352941176471,4.113817401960784,1.0,0.12092207019631171,20.831219512195133,0.9074148475514486,0.6649746192893401,0.9519951292618959,0.8227634803921569
yellowish_skin,loss_of_appetite,0.18536585365853658,0.23414634146341465,0.1329268292682927,0.7171052631578948,3.062637061403509,1.0,0.08952409280190363,2.707203630175837,0.8267318573861451,0.4638297872340425,0.6306151525310092,0.6424067982456141
phlegm,malaise,0.07195121951219512,0.14268292682926828,0.06951219512195123,0.9661016949152544,6.770969143850502,1.0,0.05924598453301607,25.290853658536737,0.9183899301473131,0.47899159663865565,0.9604600139836538,0.7266405910473709
swelled_lymph_nodes,malaise,0.07073170731707316,0.14268292682926828,0.06951219512195123,0.9827586206896554,6.887709991158269,1.0,0.059419988102320055,49.72439024390298,0.9198784362481005,0.4830508474576273,0.9798891450434102,0.7349690539345713
muscle_pain,nausea,0.09634146341463415,0.2329268292682927,0.06951219512195123,0.7215189873417722,3.0976207833521108,1.0,0.04707168352171327,2.75449002217295,0.7493666690342591,0.26760563380281693,0.6369563904932484,0.50997415335675
muscle_pain,vomiting,0.09634146341463415,0.38902439024390245,0.06829268292682927,0.7088607594936709,1.822149914685925,1.0,0.030813503866745987,2.0985683987274655,0.49930113745903215,0.16374269005847955,0.5234846762171859,0.44220467441768185
nausea,vomiting,0.2329268292682927,0.38902439024390245,0.19878048780487806,0.8534031413612565,2.1937008649411607,1.0,0.10816627007733493,4.167726480836236,0.7093838696148331,0.4697406340057637,0.7600610297729148,0.6821874640975562
yellowish_skin,vomiting,0.18536585365853658,0.38902439024390245,0.13170731707317074,0.7105263157894737,1.8264312819666721,1.0,0.05959547888161809,2.110643015521064,0.5554446662231094,0.29752066115702475,0.526210736421893,0.5245421547599406
yellowing_of_eyes,yellowish_skin,0.16585365853658537,0.18536585365853658,0.13414634146341464,0.8088235294117647,4.363390092879257,1.0,0.10340273646638906,4.261163227016886,0.9240829346092505,0.6179775280898877,0.765322296583304,0.7662538699690402
yellowish_skin,yellowing_of_eyes,0.18536585365853658,0.16585365853658537,0.13414634146341464,0.7236842105263158,4.363390092879257,1.0,0.10340273646638906,3.0188153310104533,0.946216657593903,0.6179775280898877,0.6687442289935365,0.7662538699690402
"abdominal_pain, dark_urine",fatigue,0.11097560975609756,0.3926829268292683,0.08414634146341464,0.7582417582417583,1.9309262166405026,1.0,0.04056811421772755,2.5120842572062094,0.5422953818015546,0.20058139534883723,0.6019241802374333,0.4862637362637363
"abdominal_pain, fatigue",dark_urine,0.11219512195121951,0.11585365853658537,0.08414634146341464,0.75,6.473684210526315,1.0,0.0711481261154075,3.5365853658536586,0.9523809523809523,0.5847457627118644,0.7172413793103448,0.7381578947368421
"dark_urine, fatigue",abdominal_pain,0.08780487804878048,0.2097560975609756,0.08414634146341464,0.9583333333333335,4.568798449612404,1.0,0.06572873289708507,18.965853658536652,0.8563124854684957,0.39428571428571435,0.9472736625514405,0.679748062015504
dark_urine,"abdominal_pain, fatigue",0.11585365853658537,0.11219512195121951,0.08414634146341464,0.7263157894736842,6.473684210526316,1.0,0.0711481261154075,3.243902439024391,0.9563218390804598,0.5847457627118644,0.6917293233082707,0.7381578947368421
"abdominal_pain, joint_pain",dark_urine,0.06707317073170732,0.11585365853658537,0.06341463414634146,0.9454545454545454,8.160765550239233,1.0,0.05564396192742415,16.20934959349593,0.9405480140774258,0.5306122448979592,0.938307210031348,0.7464114832535884
"dark_urine, joint_pain",abdominal_pain,0.06585365853658537,0.2097560975609756,0.06341463414634146,0.9629629629629629,4.590869939707149,1.0,0.04960142772159429,21.33658536585363,0.837316730267122,0.29885057471264365,0.9531321444901691,0.6326442721791559
"abdominal_pain, dark_urine",loss_of_appetite,0.11097560975609756,0.23414634146341465,0.08536585365853659,0.7692307692307693,3.28525641025641,1.0,0.05938132064247472,3.3186991869918705,0.7824417009602195,0.3286384976525822,0.6986771190592848,0.5669070512820513
"dark_urine, loss_of_appetite",abdominal_pain,0.08902439024390243,0.2097560975609756,0.08536585365853659,0.9589041095890413,4.571519592226825,1.0,0.06669244497323024,19.229268292683006,0.857601835915089,0.4000000000000001,0.9479959411466263,0.6829404268875439
dark_urine,"abdominal_pain, loss_of_appetite",0.11585365853658537,0.1329268292682927,0.08536585365853659,0.736842105263158,5.543215837759536,1.0,0.06996579417013683,3.2948780487804887,0.9269950738916256,0.5223880597014926,0.6964986305426013,0.6895219700627717
"dark_urine, nausea",abdominal_pain,0.06585365853658537,0.2097560975609756,0.06341463414634146,0.9629629629629629,4.590869939707149,1.0,0.04960142772159429,21.33658536585363,0.837316730267122,0.29885057471264365,0.9531321444901691,0.6326442721791559
"dark_urine, vomiting",abdominal_pain,0.08780487804878048,0.2097560975609756,0.08414634146341464,0.9583333333333335,4.568798449612404,1.0,0.06572873289708507,18.965853658536652,0.8563124854684957,0.39428571428571435,0.9472736625514405,0.679748062015504
"abdominal_pain, dark_urine",vomiting,0.11097560975609756,0.38902439024390245,0.08414634146341464,0.7582417582417583,1.9490853973612596,1.0,0.04097412254610351,2.5272172949002227,0.5477227092900737,0.2023460410557185,0.6043078677809218,0.4872713493403149
dark_urine,"abdominal_pain, vomiting",0.11585365853658537,0.17682926829268292,0.08414634146341464,0.7263157894736842,4.107441016333938,1.0,0.06366002379535991,3.0077392120075053,0.855672163918041,0.40350877192982465,0.667524366471735,0.6010889292196008
"abdominal_pain, yellowing_of_eyes",dark_urine,0.11463414634146342,0.11585365853658537,0.08780487804878048,0.7659574468085105,6.611422172452406,1.0,0.07452409280190363,3.77771618625277,0.9586394245485156,0.6153846153846153,0.7352898019075568,0.7619260918253079
"dark_urine, yellowing_of_eyes",abdominal_pain,0.09146341463414634,0.2097560975609756,0.08780487804878048,0.96,4.576744186046511,1.0,0.06861986912552052,19.756097560975594,0.860178970917226,0.4114285714285714,0.9493827160493826,0.6893023255813953
"abdominal_pain, dark_urine",yellowing_of_eyes,0.11097560975609756,0.16585365853658537,0.08780487804878048,0.7912087912087912,4.770523594053006,1.0,0.06939916716240332,3.9951219512195113,0.8890413046791646,0.464516129032258,0.7496947496947497,0.6603102779573367
dark_urine,"abdominal_pain, yellowing_of_eyes",0.11585365853658537,0.11463414634146342,0.08780487804878048,0.7578947368421052,6.611422172452406,1.0,0.07452409280190363,3.6569459172852588,0.9599616858237549,0.6153846153846153,0.7265477743946642,0.7619260918253079
"dark_urine, yellowish_skin",abdominal_pain,0.10975609756097561,0.2097560975609756,0.1048780487804878,0.9555555555555555,4.555555555555555,1.0,0.08185603807257584,17.780487804878025,0.8767123287671232,0.48863636363636354,0.9437585733882029,0.7277777777777777
"abdominal_pain, dark_urine",yellowish_skin,0.11097560975609756,0.18536585365853658,0.1048780487804878,0.945054945054945,5.098322729901677,1.0,0.08430696014277216,14.826341463414629,0.9042013589817207,0.5477707006369427,0.9325524774626571,0.7554222093695777
dark_urine,"abdominal_pain, yellowish_skin",0.11585365853658537,0.1548780487804878,0.1048780487804878,0.9052631578947368,5.845006216328222,1.0,0.08693486020226056,8.920731707317065,0.9375300721732157,0.6323529411764705,0.8879015721120983,0.7912142561127227
"abdominal_pain, high_fever",fatigue,0.06829268292682927,0.3926829268292683,0.06585365853658537,0.9642857142857143,2.455634427684117,1.0,0.03903628792385485,17.004878048780494,0.6362226100445996,0.16666666666666666,0.9411933448078027,0.5659937888198758
"abdominal_pain, fatigue",vomiting,0.11219512195121951,0.38902439024390245,0.08536585365853659,0.7608695652173914,1.9558402616873383,1.0,0.041719214753123145,2.5549889135254995,0.5504709576138148,0.20527859237536658,0.6086088692180857,0.4901526509472537
"fatigue, yellowish_skin",abdominal_pain,0.10975609756097561,0.2097560975609756,0.08414634146341464,0.7666666666666667,3.6550387596899228,1.0,0.06112433075550268,3.386759581881534,0.8159618820726623,0.3575129533678757,0.7047325102880659,0.5839147286821706
"abdominal_pain, fatigue",yellowish_skin,0.11219512195121951,0.18536585365853658,0.08414634146341464,0.75,4.046052631578948,1.0,0.06334919690660322,3.258536585365854,0.847985347985348,0.39428571428571435,0.6931137724550899,0.6019736842105263
"abdominal_pain, high_fever",vomiting,0.06829268292682927,0.38902439024390245,0.06463414634146342,0.9464285714285714,2.4328257948947605,1.0,0.038066627007733486,11.40487804878048,0.6321248641707004,0.16459627329192547,0.9123182207014542,0.5562863860277654
"itching, yellowish_skin",abdominal_pain,0.06585365853658537,0.2097560975609756,0.06219512195121951,0.9444444444444444,4.502583979328166,1.0,0.048381915526472336,14.224390243902434,0.8327445860850868,0.29142857142857137,0.9296982167352538,0.6204780361757106
"abdominal_pain, itching",yellowish_skin,0.06585365853658537,0.18536585365853658,0.06219512195121951,0.9444444444444444,5.095029239766082,1.0,0.04998810232004759,14.663414634146337,0.8603901090462296,0.32903225806451614,0.9318030605455755,0.639985380116959
"abdominal_pain, joint_pain",loss_of_appetite,0.06707317073170732,0.23414634146341465,0.06463414634146342,0.9636363636363636,4.115530303030303,1.0,0.04892920880428317,21.060975609756092,0.8114440744851401,0.27319587628865977,0.952518818760857,0.6198390151515152
"joint_pain, loss_of_appetite",abdominal_pain,0.09024390243902439,0.2097560975609756,0.06463414634146342,0.7162162162162162,3.414519170333124,1.0,0.04570493753718025,2.7846689895470385,0.7772775557691335,0.2746113989637306,0.6408908908908909,0.5121778755499686
"abdominal_pain, joint_pain",nausea,0.06707317073170732,0.2329268292682927,0.06341463414634146,0.9454545454545454,4.059019514516897,1.0,0.04779149315883403,14.063008130081297,0.8078179989944696,0.268041237113402,0.928891458303223,0.6088529271775345
"joint_pain, nausea",abdominal_pain,0.08902439024390243,0.2097560975609756,0.06341463414634146,0.7123287671232877,3.3959859827970695,1.0,0.0447412254610351,2.747038327526133,0.7744825455668829,0.2694300518134715,0.6359715880263827,0.5073271742593183
"joint_pain, vomiting",abdominal_pain,0.08780487804878048,0.2097560975609756,0.06341463414634146,0.7222222222222223,3.4431524547803622,1.0,0.044997025580011896,2.844878048780489,0.7778691896338955,0.27083333333333337,0.648491083676269,0.5122739018087856
"abdominal_pain, joint_pain",vomiting,0.06707317073170732,0.38902439024390245,0.06341463414634146,0.9454545454545454,2.4303220290681105,1.0,0.03732153480071386,11.201219512195118,0.6308446455505279,0.16149068322981366,0.9107240065323897,0.5542319749216301
"joint_pain, yellowing_of_eyes",abdominal_pain,0.06829268292682927,0.2097560975609756,0.06585365853658537,0.9642857142857143,4.597176079734219,1.0,0.0515288518738846,22.126829268292695,0.8398293581539655,0.3103448275862069,0.9548059964726632,0.6391196013289037
"abdominal_pain, joint_pain",yellowing_of_eyes,0.06707317073170732,0.16585365853658537,0.06585365853658537,0.9818181818181818,5.919786096256684,1.0,0.05472932778108269,45.87804878048779,0.8908254659888648,0.39416058394160586,0.9782030834662414,0.6894385026737968
"joint_pain, yellowish_skin",abdominal_pain,0.06585365853658537,0.2097560975609756,0.06341463414634146,0.9629629629629629,4.590869939707149,1.0,0.04960142772159429,21.33658536585363,0.837316730267122,0.29885057471264365,0.9531321444901691,0.6326442721791559
"abdominal_pain, joint_pain",yellowish_skin,0.06707317073170732,0.18536585365853658,0.06341463414634146,0.9454545454545454,5.100478468899522,1.0,0.05098155859607377,14.934959349593491,0.8617395676219206,0.33548387096774196,0.9330430048992921,0.6437799043062201
"abdominal_pain, nausea",loss_of_appetite,0.11097560975609756,0.23414634146341465,0.08536585365853659,0.7692307692307693,3.28525641025641,1.0,0.05938132064247472,3.3186991869918705,0.7824417009602195,0.3286384976525822,0.6986771190592848,0.5669070512820513
"abdominal_pain, loss_of_appetite",vomiting,0.1329268292682927,0.38902439024390245,0.1048780487804878,0.7889908256880733,2.028126887348652,1.0,0.05316627007733491,2.895493107104983,0.584649854446734,0.25146198830409355,0.6546356827629144,0.5292916510885508
"abdominal_pain, yellowing_of_eyes",loss_of_appetite,0.11463414634146342,0.23414634146341465,0.10975609756097561,0.9574468085106382,4.089095744680851,1.0,0.08291493158834026,17.99756097560973,0.8532598714416895,0.45918367346938765,0.9444369155712156,0.7130984042553191
"abdominal_pain, loss_of_appetite",yellowing_of_eyes,0.1329268292682927,0.16585365853658537,0.10975609756097561,0.8256880733944953,4.978413383702104,1.0,0.08770969660916121,4.785365853658535,0.9216440068760743,0.5806451612903224,0.7910295616717634,0.7437263896384241
"loss_of_appetite, yellowish_skin",abdominal_pain,0.1329268292682927,0.2097560975609756,0.10609756097560975,0.7981651376146789,3.8052058886281204,1.0,0.07821534800713861,3.9152993348115297,0.8502190536236806,0.4484536082474227,0.7445916864877109,0.6519895455515254
"abdominal_pain, loss_of_appetite",yellowish_skin,0.1329268292682927,0.18536585365853658,0.10609756097560975,0.7981651376146789,4.305890873973926,1.0,0.08145746579417013,4.036141906873614,0.8854616292416378,0.49999999999999994,0.7522386419820908,0.6852667793336552
"abdominal_pain, nausea",vomiting,0.11097560975609756,0.38902439024390245,0.1048780487804878,0.945054945054945,2.429294843087946,1.0,0.06170582986317667,11.11975609756097,0.6618017673142566,0.26543209876543206,0.9100699699502094,0.6073237107719867
"abdominal_pain, yellowing_of_eyes",nausea,0.11463414634146342,0.2329268292682927,0.08658536585365853,0.7553191489361701,3.2427314247521437,1.0,0.059883997620464,3.1349946977730636,0.7811663368641601,0.3317757009345794,0.6810201941616209,0.5635234488136348
"nausea, yellowing_of_eyes",abdominal_pain,0.11097560975609756,0.2097560975609756,0.08658536585365853,0.7802197802197801,3.719652440582673,1.0,0.06330755502676977,3.5956097560975593,0.8224270175235224,0.36979166666666663,0.7218830552163884,0.5965052389470994
"abdominal_pain, nausea",yellowing_of_eyes,0.11097560975609756,0.16585365853658537,0.08658536585365853,0.7802197802197801,4.70426632191338,1.0,0.06817965496728137,3.7953658536585344,0.8857203578121678,0.455128205128205,0.736520789152368,0.6511393018745959
"nausea, yellowish_skin",abdominal_pain,0.10975609756097561,0.2097560975609756,0.08414634146341464,0.7666666666666667,3.6550387596899228,1.0,0.06112433075550268,3.386759581881534,0.8159618820726623,0.3575129533678757,0.7047325102880659,0.5839147286821706
"abdominal_pain, nausea",yellowish_skin,0.11097560975609756,0.18536585365853658,0.08414634146341464,0.7582417582417583,4.090514748409486,1.0,0.063575252825699,3.3696230598669636,0.8498439394843045,0.3965517241379311,0.7032309008356913,0.6060945633314054
"vomiting, yellowing_of_eyes",abdominal_pain,0.11341463414634147,0.2097560975609756,0.08658536585365853,0.7634408602150536,3.6396599149787443,1.0,0.06279595478881617,3.340576496674056,0.8180250692601273,0.3659793814432989,0.7006504712597901,0.5881157789447361
"abdominal_pain, yellowing_of_eyes",vomiting,0.11463414634146342,0.38902439024390245,0.08658536585365853,0.7553191489361701,1.9415727339425062,1.0,0.041989886972040445,2.497030752916224,0.5477437628525976,0.2076023391812865,0.5995243555442306,0.4889448409257653
"vomiting, yellowish_skin",abdominal_pain,0.13170731707317074,0.2097560975609756,0.12560975609756098,0.9537037037037037,4.546726959517658,1.0,0.09798334324806662,17.069268292682935,0.8983855132540635,0.5819209039548023,0.9414151806127115,0.7762704565030147
"abdominal_pain, vomiting",yellowish_skin,0.17682926829268292,0.18536585365853658,0.12560975609756098,0.710344827586207,3.832123411978222,1.0,0.09283164782867341,2.812427409988387,0.8978065444084861,0.5309278350515464,0.6444352673962421,0.6939882032667877
"abdominal_pain, yellowish_skin",vomiting,0.1548780487804878,0.38902439024390245,0.12560975609756098,0.8110236220472441,2.0847629156073357,1.0,0.06535841760856634,3.2330792682926828,0.6156852855881983,0.30029154518950435,0.6906973454665473,0.5669538172932145
"yellowing_of_eyes, yellowish_skin",abdominal_pain,0.13414634146341464,0.2097560975609756,0.10853658536585366,0.8090909090909091,3.857293868921776,1.0,0.08039857227840572,4.139372822299651,0.8555151131508151,0.461139896373057,0.7584175084175084,0.6632663847780127
"abdominal_pain, yellowing_of_eyes",yellowish_skin,0.11463414634146342,0.18536585365853658,0.10853658536585366,0.9468085106382979,5.1077827547592385,1.0,0.08728732897085067,15.315121951219508,0.9083480360293433,0.5668789808917197,0.9347050579691679,0.7661674132138858
"abdominal_pain, yellowish_skin",yellowing_of_eyes,0.1548780487804878,0.16585365853658537,0.10853658536585366,0.7007874015748031,4.225335803612784,1.0,0.08284949434860202,2.7878048780487803,0.9032216223227459,0.5114942528735632,0.6412948381452318,0.6775995831403427
"breathlessness, sweating",chest_pain,0.06341463414634146,0.14146341463414633,0.06219512195121951,0.9807692307692307,6.933023872679046,1.0,0.05322427126710291,44.64390243902429,0.9137050653594772,0.43589743589743596,0.9776005244755245,0.710212201591512
"breathlessness, chest_pain",sweating,0.06707317073170732,0.1378048780487805,0.06219512195121951,0.9272727272727272,6.728881737731294,1.0,0.052952111838191554,11.855182926829265,0.9125977188260926,0.43589743589743585,0.9156487077279156,0.6893000804505229
"chest_pain, sweating",breathlessness,0.06707317073170732,0.09146341463414634,0.06219512195121951,0.9272727272727272,10.138181818181819,1.0,0.056060380725758474,12.492378048780484,0.966166858900423,0.6455696202531646,0.9199511897498475,0.8036363636363637
"breathlessness, cough",fatigue,0.06463414634146342,0.3926829268292683,0.05975609756097561,0.9245283018867924,2.3543888433141915,1.0,0.03437537180249851,8.046951219512184,0.6150121065375302,0.15030674846625766,0.8757293324240356,0.5383511074651353
"breathlessness, fatigue",cough,0.06463414634146342,0.11463414634146342,0.05975609756097561,0.9245283018867924,8.065034122842231,1.0,0.052346817370612725,11.731097560975595,0.936540457121571,0.5,0.9147564842247518,0.7229024488157365
"cough, fatigue",breathlessness,0.08536585365853659,0.09146341463414634,0.05975609756097561,0.7,7.653333333333333,1.0,0.05194824509220702,3.028455284552845,0.9504761904761904,0.5104166666666666,0.6697986577181207,0.6766666666666666
"breathlessness, cough",high_fever,0.06463414634146342,0.27682926829268295,0.06097560975609756,0.9433962264150942,3.407863020530296,1.0,0.04308298631766805,12.77601626016258,0.7553846153846153,0.21739130434782605,0.9217283400680898,0.5818302717978555
"breathlessness, high_fever",cough,0.06585365853658537,0.11463414634146342,0.06097560975609756,0.9259259259259258,8.077226162332543,1.0,0.05342653182629387,11.952439024390227,0.9379634464751959,0.5102040816326531,0.9163350678502192,0.7289204097714735
"cough, high_fever",breathlessness,0.08658536585365853,0.09146341463414634,0.06097560975609756,0.7042253521126761,7.699530516431926,1.0,0.05305621653777513,3.0717189314750297,0.95260347129506,0.5208333333333334,0.6744493808488515,0.6854460093896714
"breathlessness, high_fever",fatigue,0.06585365853658537,0.3926829268292683,0.06097560975609756,0.9259259259259258,2.357948010121923,1.0,0.035116002379535986,8.198780487804866,0.6165013054830287,0.15337423312883436,0.8780306410828498,0.5406027145157579
